1 1.98 1.98 0
2 1.97998 1.97999 6.43715e-06
3 1.97993 1.97997 1.78563e-05
4 1.97984 1.97994 3.18271e-05
5 1.97971 1.97989 4.79615e-05
6 1.97955 1.97983 6.60085e-05
7 1.97935 1.97976 8.57927e-05
8 1.97911 1.97968 0.000107184
9 1.97884 1.97959 0.000130082
10 1.97853 1.97948 0.000154409
11 1.97818 1.97936 0.0001801
12 1.9778 1.97923 0.000207104
13 1.97737 1.97909 0.00023538
14 1.97692 1.97893 0.000264894
15 1.97642 1.97877 0.000295616
16 1.97588 1.97859 0.000327525
17 1.97531 1.97839 0.000360603
18 1.97469 1.97819 0.000394836
19 1.97404 1.97797 0.000430212
20 1.97335 1.97774 0.000466725
21 1.97261 1.97749 0.000504369
22 1.97183 1.97724 0.000543143
23 1.97101 1.97697 0.000583044
24 1.97015 1.97668 0.000624077
25 1.96925 1.97639 0.000666243
26 1.9683 1.97607 0.000709548
27 1.9673 1.97575 0.000753994
28 1.96626 1.97541 0.000799583
29 1.96517 1.97506 0.000846329
30 1.96404 1.97469 0.000894245
31 1.96286 1.97431 0.000943344
32 1.96163 1.97391 0.00099364
33 1.96034 1.9735 0.00104514
34 1.95901 1.97307 0.00109786
35 1.95763 1.97263 0.00115181
36 1.95619 1.97218 0.001207
37 1.9547 1.9717 0.00126346
38 1.95315 1.97122 0.0013212
39 1.95155 1.97071 0.00138025
40 1.94988 1.97019 0.00144061
41 1.94816 1.96965 0.00150232
42 1.94638 1.9691 0.00156538
43 1.94454 1.96853 0.00162983
44 1.94264 1.96794 0.00169567
45 1.94067 1.96733 0.00176294
46 1.93864 1.96671 0.00183166
47 1.93654 1.96607 0.00190185
48 1.93437 1.96541 0.00197352
49 1.93214 1.96473 0.00204671
50 1.92983 1.96403 0.00212146
51 1.92745 1.96331 0.00219778
52 1.92499 1.96258 0.0022757
53 1.92246 1.96182 0.00235526
54 1.91985 1.96104 0.00243648
55 1.91717 1.96025 0.0025194
56 1.91439 1.95943 0.00260406
57 1.91154 1.95859 0.00269047
58 1.9086 1.95772 0.00277867
59 1.90558 1.95684 0.00286868
60 1.90247 1.95593 0.00296054
61 1.89927 1.95501 0.00305428
62 1.89597 1.95405 0.00314992
63 1.89259 1.95308 0.0032475
64 1.88911 1.95208 0.00334706
65 1.88553 1.95105 0.00344862
66 1.88185 1.95001 0.00355222
67 1.87806 1.94893 0.00365789
68 1.87418 1.94783 0.00376566
69 1.87019 1.94671 0.00387556
70 1.86609 1.94556 0.00398763
71 1.86189 1.94438 0.0041019
72 1.85757 1.94317 0.0042184
73 1.85314 1.94194 0.00433716
74 1.84859 1.94068 0.00445821
75 1.84393 1.93939 0.00458157
76 1.83916 1.93807 0.00470728
77 1.83426 1.93672 0.00483535
78 1.82924 1.93534 0.00496582
79 1.8241 1.93393 0.0050987
80 1.81883 1.9325 0.00523403
81 1.81344 1.93103 0.00537183
82 1.80792 1.92952 0.00551212
83 1.80227 1.92799 0.00565491
84 1.79649 1.92643 0.00580024
85 1.79058 1.92483 0.00594812
86 1.78453 1.9232 0.00609856
87 1.77835 1.92153 0.00625158
88 1.77204 1.91983 0.00640719
89 1.76559 1.9181 0.00656539
90 1.75901 1.91633 0.00672619
91 1.75229 1.91453 0.0068896
92 1.74543 1.91269 0.00705563
93 1.73844 1.91082 0.00722426
94 1.73131 1.90891 0.00739551
95 1.72404 1.90696 0.00756936
96 1.71663 1.90498 0.0077458
97 1.70909 1.90296 0.00792482
98 1.70142 1.9009 0.00810641
99 1.69361 1.89881 0.00829055
100 1.68566 1.89668 0.00847722
101 1.67758 1.89451 0.00866638
102 1.66938 1.8923 0.00885802
103 1.66104 1.89006 0.00905209
104 1.65258 1.88777 0.00924857
105 1.644 1.88545 0.0094474
106 1.63529 1.88309 0.00964854
107 1.62646 1.88069 0.00985195
108 1.61752 1.87826 0.0100576
109 1.60847 1.87578 0.0102653
110 1.59931 1.87327 0.0104752
111 1.59004 1.87072 0.0106871
112 1.58067 1.86813 0.0109009
113 1.57121 1.8655 0.0111166
114 1.56165 1.86283 0.0113341
115 1.55201 1.86013 0.0115533
116 1.54228 1.85739 0.0117742
117 1.53248 1.85461 0.0119965
118 1.5226 1.8518 0.0122204
119 1.51267 1.84895 0.0124456
120 1.50267 1.84606 0.012672
121 1.49261 1.84314 0.0128995
122 1.48252 1.84019 0.0131281
123 1.47238 1.8372 0.0133576
124 1.4622 1.83417 0.0135879
125 1.45201 1.83112 0.0138189
126 1.44179 1.82803 0.0140504
127 1.43156 1.8249 0.0142824
128 1.42132 1.82175 0.0145146
129 1.41109 1.81857 0.0147471
130 1.40087 1.81535 0.0149796
131 1.39066 1.81211 0.015212
132 1.38048 1.80884 0.0154442
133 1.37033 1.80554 0.0156761
134 1.36023 1.80222 0.0159075
135 1.35016 1.79887 0.0161382
136 1.34016 1.7955 0.0163682
137 1.33021 1.7921 0.0165974
138 1.32033 1.78869 0.0168255
139 1.31053 1.78525 0.0170525
140 1.30081 1.78179 0.0172782
141 1.29118 1.77831 0.0175025
142 1.28165 1.77481 0.0177252
143 1.27222 1.77129 0.0179463
144 1.26289 1.76776 0.0181657
145 1.25369 1.76422 0.0183831
146 1.2446 1.76066 0.0185985
147 1.23564 1.75709 0.0188118
148 1.22681 1.7535 0.0190229
149 1.21811 1.74991 0.0192316
150 1.20956 1.74631 0.0194378
151 1.20116 1.7427 0.0196415
152 1.19291 1.73908 0.0198425
153 1.18481 1.73546 0.0200408
154 1.17687 1.73183 0.0202362
155 1.1691 1.7282 0.0204288
156 1.16149 1.72457 0.0206183
157 1.15405 1.72093 0.0208047
158 1.14679 1.7173 0.020988
159 1.1397 1.71367 0.021168
160 1.13279 1.71004 0.0213448
161 1.12606 1.70641 0.0215182
162 1.11951 1.70279 0.0216882
163 1.11314 1.69917 0.0218547
164 1.10696 1.69556 0.0220178
