1 1.18689 1.18689 0
2 1.23717 1.21203 0.0177741
3 1.21944 1.2145 0.0120196
4 1.18786 1.20784 0.010702
5 1.18731 1.20373 0.00931561
6 1.17994 1.19977 0.0085659
7 1.19157 1.1986 0.00742182
8 1.19759 1.19847 0.00649517
9 1.21978 1.20084 0.0061899
10 1.18723 1.19948 0.00571853
11 1.1955 1.19912 0.0052101
12 1.18055 1.19757 0.00500041
13 1.21569 1.19896 0.00480607
14 1.18233 1.19777 0.00460728
15 1.15156 1.19469 0.00522978
16 1.1711 1.19322 0.00510651
17 1.22307 1.19497 0.00509912
18 1.20999 1.19581 0.00488361
19 1.18441 1.19521 0.00466325
20 1.20424 1.19566 0.00445191
