1 0.0323165 0
1 0.0969496 0
1 0.161583 0
1 0.226216 0
1 0.290849 0
1 0.355482 0
1 0.420115 0
1 0.484748 0
1 0.549381 0
1 0.614014 0
1 0.678647 0
1 0.74328 0
1 0.807913 0.00116375
1 0.872546 0.175614
1 0.937179 1.24989
1 1.00181 2.2975
1 1.06645 2.55263
1 1.13108 2.3578
1 1.19571 1.9924
1 1.26034 1.76846
1 1.32498 1.53698
1 1.38961 1.48117
1 1.45424 1.34599
1 1.51888 1.27342
1 1.58351 1.23494
1 1.64814 1.19147
1 1.71278 1.13589
1 1.77741 1.08823
1 1.84204 1.14557
1 1.90667 1.11501
1 1.97131 1.12914
1 2.03594 1.1235
1 2.10057 1.10314
1 2.16521 1.12224
1 2.22984 1.07585
1 2.29447 1.07861
1 2.35911 1.09692
1 2.42374 1.07504
1 2.48837 1.05294
1 2.55301 1.0818
1 2.61764 1.03115
1 2.68227 1.05547
1 2.7469 1.01968
1 2.81154 1.04901
1 2.87617 1.04575
1 2.9408 1.04028
1 3.00544 1.02067
1 3.07007 1.01693
1 3.1347 1.04705
1 3.19934 1.05789
1 3.26397 1.0204
1 3.3286 1.01436
1 3.39323 1.04817
1 3.45787 1.0171
1 3.5225 1.03519
1 3.58713 1.02604
1 3.65177 1.02099
1 3.7164 1.01935
1 3.78103 1.01063
1 3.84567 1.03409
1 3.9103 1.01525
1 3.97493 1.01569
1 4.03957 1.02989
1 4.1042 1.00086
1 4.16883 1.01739
1 4.23346 1.0092
1 4.2981 0.997223
1 4.36273 1.01757
1 4.42736 0.996683
1 4.492 1.01548
1 4.55663 1.0237
1 4.62126 1.01946
1 4.6859 1.01303
1 4.75053 1.01003
1 4.81516 1.02007
1 4.87979 1.01174
1 4.94443 1.00732
1 5.00906 1.00297
1 5.07369 1.00749
1 5.13833 1.00432
1 5.20296 1.01358
1 5.26759 1.01691
1 5.33223 1.00456
1 5.39686 1.0128
1 5.46149 1.00739
1 5.52612 1.01248
1 5.59076 1.01644
1 5.65539 1.01145
1 5.72002 1.02063
1 5.78466 1.00913
1 5.84929 1.00932
1 5.91392 1.00479
1 5.97856 1.00183
1 6.04319 1.01393
1 6.10782 1.01212
1 6.17246 1.01699
1 6.23709 1.01007
1 6.30172 1.00019
1 6.36635 1.00875
1 6.43099 0
2 0.0323165 0
2 0.0969496 0
2 0.161583 0
2 0.226216 0
2 0.290849 0
2 0.355482 0
2 0.420115 0
2 0.484748 0
2 0.549381 0
2 0.614014 0
2 0.678647 0
2 0.74328 0
2 0.807913 0.00116375
2 0.872546 0.19557
2 0.937179 1.22913
2 1.00181 2.25208
2 1.06645 2.69092
2 1.13108 2.3875
2 1.19571 2.03173
2 1.26034 1.79143
2 1.32498 1.5517
2 1.38961 1.42923
2 1.45424 1.36108
2 1.51888 1.35149
2 1.58351 1.23221
2 1.64814 1.18448
2 1.71278 1.19703
2 1.77741 1.1527
2 1.84204 1.12766
2 1.90667 1.12881
2 1.97131 1.12132
2 2.03594 1.13853
2 2.10057 1.12622
2 2.16521 1.13731
2 2.22984 1.09848
2 2.29447 1.11007
2 2.35911 1.11877
2 2.42374 1.06521
2 2.48837 1.06177
2 2.55301 1.08192
2 2.61764 1.05611
2 2.68227 1.06699
2 2.7469 1.02986
2 2.81154 1.07025
2 2.87617 1.06569
2 2.9408 1.03834
2 3.00544 1.05559
2 3.07007 1.05564
2 3.1347 1.05981
2 3.19934 1.02767
2 3.26397 1.05971
2 3.3286 1.01525
2 3.39323 1.02579
2 3.45787 1.03662
2 3.5225 1.01516
2 3.58713 1.02072
2 3.65177 1.04042
2 3.7164 1.0391
2 3.78103 1.02913
2 3.84567 1.02433
2 3.9103 1.02077
2 3.97493 1.04263
2 4.03957 1.01894
2 4.1042 1.02983
2 4.16883 1.01747
2 4.23346 1.02023
2 4.2981 1.01977
2 4.36273 1.02
2 4.42736 1.02223
2 4.492 1.00218
2 4.55663 1.01788
2 4.62126 1.02619
2 4.6859 1.02099
2 4.75053 1.02286
2 4.81516 1.02103
2 4.87979 1.00147
2 4.94443 1.01814
2 5.00906 1.00724
2 5.07369 1.01147
2 5.13833 1.00187
2 5.20296 0.995414
2 5.26759 1.01072
2 5.33223 1.00882
2 5.39686 1.02477
2 5.46149 1.01557
2 5.52612 1.0086
2 5.59076 1.01753
2 5.65539 1.01658
2 5.72002 1.00714
2 5.78466 1.00917
2 5.84929 1.00739
2 5.91392 1.00687
2 5.97856 0.997807
2 6.04319 0.999407
2 6.10782 1.00188
2 6.17246 1.00452
2 6.23709 1.00648
2 6.30172 1.00205
2 6.36635 1.00489
2 6.43099 0
3 0.0323165 0
3 0.0969496 0
3 0.161583 0
3 0.226216 0
3 0.290849 0
3 0.355482 0
3 0.420115 0
3 0.484748 0
3 0.549381 0
3 0.614014 0
3 0.678647 0
3 0.74328 0
3 0.807913 0.00116375
3 0.872546 0.188585
3 0.937179 1.22134
3 1.00181 2.26949
3 1.06645 2.56465
3 1.13108 2.39284
3 1.19571 2.05565
3 1.26034 1.80673
3 1.32498 1.58589
3 1.38961 1.46622
3 1.45424 1.39342
3 1.51888 1.29088
3 1.58351 1.25252
3 1.64814 1.2298
3 1.71278 1.13693
3 1.77741 1.19503
3 1.84204 1.13953
3 1.90667 1.15661
3 1.97131 1.09981
3 2.03594 1.1334
3 2.10057 1.13242
3 2.16521 1.12045
3 2.22984 1.10413
3 2.29447 1.0812
3 2.35911 1.11809
3 2.42374 1.09975
3 2.48837 1.06128
3 2.55301 1.07271
3 2.61764 1.07263
3 2.68227 1.05832
3 2.7469 1.07921
3 2.81154 1.04074
3 2.87617 1.03914
3 2.9408 1.01594
3 3.00544 1.02513
3 3.07007 1.05523
3 3.1347 1.03669
3 3.19934 1.03777
3 3.26397 1.02418
3 3.3286 1.05106
3 3.39323 1.03959
3 3.45787 1.02321
3 3.5225 1.0445
3 3.58713 1.02503
3 3.65177 1.03199
3 3.7164 1.03569
3 3.78103 1.02355
3 3.84567 1.0141
3 3.9103 1.02276
3 3.97493 1.01329
3 4.03957 1.02565
3 4.1042 1.00551
3 4.16883 1.02653
3 4.23346 1.01438
3 4.2981 1.00866
3 4.36273 1.01805
3 4.42736 1.01688
3 4.492 1.0113
3 4.55663 1.00843
3 4.62126 0.999676
3 4.6859 1.00669
3 4.75053 1.01835
3 4.81516 1.01024
3 4.87979 1.00807
3 4.94443 1.00384
3 5.00906 1.00675
3 5.07369 1.00669
3 5.13833 1.01497
3 5.20296 1.01102
3 5.26759 0.998472
3 5.33223 1.01678
3 5.39686 1.00557
3 5.46149 0.991921
3 5.52612 1.00121
3 5.59076 1.02077
3 5.65539 1.00508
3 5.72002 1.00194
3 5.78466 1.00138
3 5.84929 0.999613
3 5.91392 1.01044
3 5.97856 0.989323
3 6.04319 1.01216
3 6.10782 1.00483
3 6.17246 0.997563
3 6.23709 1.00271
3 6.30172 1.01533
3 6.36635 1.00654
