1 0.0128248 0
1 0.0384745 0
1 0.0641241 0
1 0.0897737 0
1 0.115423 0
1 0.141073 0
1 0.166723 0
1 0.192372 0
1 0.218022 0
1 0.243672 0
1 0.269321 0
1 0.294971 0
1 0.32062 0
1 0.34627 0
1 0.37192 0
1 0.397569 0
1 0.423219 0
1 0.448869 0
1 0.474518 0
1 0.500168 0
1 0.525818 0
1 0.551467 0
1 0.577117 0
1 0.602767 0
1 0.628416 0
1 0.654066 0
1 0.679715 0
1 0.705365 0
1 0.731015 0
1 0.756664 0
1 0.782314 0
1 0.807964 0
1 0.833613 0
1 0.859263 0.00210733
1 0.884913 0.02904
1 0.910562 0.18174
1 0.936212 0.621039
1 0.961861 1.31631
1 0.987511 1.97025
1 1.01316 2.45697
1 1.03881 2.66722
1 1.06446 2.6728
1 1.09011 2.53078
1 1.11576 2.26444
1 1.14141 2.08471
1 1.16706 1.80665
1 1.19271 1.59836
1 1.21836 1.39953
1 1.24401 1.29207
1 1.26966 1.16599
1 1.29531 1.06099
1 1.32096 0.990559
1 1.34661 0.913647
1 1.37226 0.866147
1 1.39791 0.815544
1 1.42355 0.770887
1 1.4492 0.752048
1 1.47485 0.711976
1 1.5005 0.689651
1 1.52615 0.695648
1 1.5518 0.704006
1 1.57745 0.691063
1 1.6031 0.715188
1 1.62875 0.722167
1 1.6544 0.746084
1 1.68005 0.770123
1 1.7057 0.802428
1 1.73135 0.846669
1 1.757 0.891726
1 1.78265 0.905045
1 1.8083 0.950783
1 1.83395 1.01156
1 1.8596 1.04176
1 1.88525 1.08985
1 1.9109 1.13178
1 1.93655 1.17349
1 1.9622 1.18753
1 1.98785 1.20722
1 2.0135 1.22413
1 2.03915 1.23912
1 2.0648 1.23862
1 2.09045 1.23613
1 2.1161 1.22177
1 2.14174 1.19973
1 2.16739 1.15512
1 2.19304 1.15158
1 2.21869 1.11761
1 2.24434 1.10723
1 2.26999 1.0611
1 2.29564 1.04413
1 2.32129 1.01878
1 2.34694 1.00042
1 2.37259 0.988557
1 2.39824 0.968836
1 2.42389 0.944814
1 2.44954 0.930018
1 2.47519 0.908792
1 2.50084 0.906743
1 2.52649 0.907046
1 2.55214 0
2 0.0128248 0
2 0.0384745 0
2 0.0641241 0
2 0.0897737 0
2 0.115423 0
2 0.141073 0
2 0.166723 0
2 0.192372 0
2 0.218022 0
2 0.243672 0
2 0.269321 0
2 0.294971 0
2 0.32062 0
2 0.34627 0
2 0.37192 0
2 0.397569 0
2 0.423219 0
2 0.448869 0
2 0.474518 0
2 0.500168 0
2 0.525818 0
2 0.551467 0
2 0.577117 0
2 0.602767 0
2 0.628416 0
2 0.654066 0
2 0.679715 0
2 0.705365 0
2 0.731015 0
2 0.756664 0
2 0.782314 0
2 0.807964 0
2 0.833613 0
2 0.859263 0.00113472
2 0.884913 0.027053
2 0.910562 0.169182
2 0.936212 0.567238
2 0.961861 1.28733
2 0.987511 2.00744
2 1.01316 2.46466
2 1.03881 2.69849
2 1.06446 2.67533
2 1.09011 2.55727
2 1.11576 2.29635
2 1.14141 2.06239
2 1.16706 1.82756
