1 -5.44258 -5.44258 0
2 -5.45773 -5.45016 0.00535374
3 -5.45285 -5.45105 0.00364366
4 -5.39622 -5.43735 0.0121813
5 -5.42688 -5.43525 0.00992324
6 -5.44598 -5.43704 0.00842888
7 -5.46737 -5.44137 0.00826384
8 -5.44181 -5.44143 0.00723104
9 -5.44541 -5.44187 0.00644115
10 -5.45649 -5.44333 0.00596066
11 -5.41356 -5.44063 0.00600209
12 -5.45384 -5.44173 0.00560209
13 -5.50088 -5.44628 0.00677123
14 -5.48157 -5.4488 0.00674053
15 -5.4458 -5.4486 0.00629412
16 -5.4724 -5.45009 0.00607405
17 -5.44772 -5.44995 0.00571834
18 -5.44579 -5.44972 0.00540531
19 -5.46067 -5.45029 0.00515149
20 -5.4725 -5.4514 0.00501213
21 -5.43982 -5.45085 0.00480369
22 -5.50543 -5.45333 0.00518648
23 -5.48161 -5.45456 0.00510466
24 -5.44614 -5.45421 0.00490401
25 -5.47099 -5.45488 0.00475356
26 -5.48342 -5.45598 0.00469575
27 -5.47563 -5.45671 0.00457787
28 -5.43737 -5.45602 0.00446619
29 -5.44672 -5.4557 0.00432369
30 -5.43481 -5.455 0.00423524
31 -5.47653 -5.4557 0.00415517
32 -5.50239 -5.45715 0.00427383
33 -5.4666 -5.45744 0.00415389
34 -5.47532 -5.45797 0.00406487
35 -5.50622 -5.45935 0.004176
36 -5.50683 -5.46066 0.00426326
37 -5.42474 -5.45969 0.00425719
38 -5.45909 -5.45968 0.00414519
39 -5.44911 -5.45941 0.00404774
40 -5.46118 -5.45945 0.00394679
41 -5.42611 -5.45864 0.00393342
42 -5.45128 -5.45846 0.00384366
43 -5.48071 -5.45898 0.00378892
44 -5.49525 -5.4598 0.00379142
45 -5.44511 -5.45948 0.0037212
46 -5.45586 -5.4594 0.00364113
47 -5.45931 -5.4594 0.00356366
48 -5.50385 -5.46032 0.00360775
49 -5.43111 -5.45973 0.00358303
50 -5.4634 -5.4598 0.00351212
51 -5.44521 -5.45951 0.00345489
52 -5.41908 -5.45874 0.00347484
53 -5.4493 -5.45856 0.00341383
54 -5.46607 -5.4587 0.00335345
55 -5.4443 -5.45844 0.00330267
56 -5.41582 -5.45768 0.0033302
57 -5.49299 -5.45829 0.00332892
58 -5.41521 -5.45755 0.00335337
59 -5.46253 -5.45764 0.00329759
60 -5.50245 -5.45838 0.00332615
61 -5.452 -5.45828 0.00327326
62 -5.43619 -5.45792 0.00323979
63 -5.47131 -5.45813 0.00319532
64 -5.4924 -5.45867 0.00318995
65 -5.46822 -5.45882 0.00314425
66 -5.4203 -5.45823 0.00315031
67 -5.47538 -5.45849 0.00311367
68 -5.47269 -5.4587 0.00307487
69 -5.45013 -5.45857 0.00303281
70 -5.47062 -5.45875 0.00299437
71 -5.44378 -5.45854 0.0029596
72 -5.48659 -5.45893 0.00294404
73 -5.45792 -5.45891 0.00290374
74 -5.44515 -5.45873 0.00287045
75 -5.47528 -5.45895 0.00284065
76 -5.50277 -5.45952 0.0028612
77 -5.46404 -5.45958 0.00282464
78 -5.45968 -5.45958 0.00278843
79 -5.49906 -5.46008 0.00279755
80 -5.46665 -5.46016 0.00276379
81 -5.43116 -5.45981 0.00275276
82 -5.42244 -5.45935 0.00275664
83 -5.49837 -5.45982 0.00276323
84 -5.44677 -5.45967 0.0027347
85 -5.51721 -5.46034 0.00278506
86 -5.46583 -5.46041 0.00275341
87 -5.41422 -5.45988 0.00277247
88 -5.43108 -5.45955 0.00276021
89 -5.44101 -5.45934 0.00273705
90 -5.44445 -5.45917 0.00271163
91 -5.45355 -5.45911 0.00268254
92 -5.4855 -5.4594 0.00266867
93 -5.43449 -5.45913 0.00265338
94 -5.47406 -5.45929 0.0026299
95 -5.435 -5.45903 0.00261462
96 -5.45157 -5.45896 0.00258854
97 -5.48423 -5.45922 0.00257493
98 -5.47367 -5.45936 0.00255287
99 -5.45245 -5.4593 0.00252804
100 -5.4561 -5.45926 0.00250296
